"the_geom","OBJECTID","CROSSING","RAILROAD","RRDIV","RRSUBDIV","HIGHWAY","STREET","TYPEXING","POSXING","STFIPS","CTFIPS","COUNTY","State_ABBR","TYPE"
"POINT (-77.14759565964043 39.08539218093527)","676","141366C","CSX","BALTIMORE","METROPOLITAN","MU 2360","PARK RD.","3","3","24","24031","Montgomery","MD","PR"
"POINT (-76.82769575753467 39.109790164081204)","677","140890X","CSX","BALTIMORE","CAPITAL","CO 995","WHISKEY BOTTOM RD","3","2","24","24027","Howard","MD","PR"
"POINT (-76.9341937334685 38.96459219687935)","678","140904D","CSX","BALTIMORE","CAPITAL","MD 410","EAST-WEST HWY","3","2","24","24033","Prince George's","MD","PR"
"POINT (-76.95319872837601 38.93739320309936)","679","140909M","CSX","BALTIMORE","CAPITAL","MD 208","38TH AVE.","3","2","24","24033","Prince George's","MD","PR"
"POINT (-76.80708076094365 39.15181315510967)","680","140889D","CSX","BALTIMORE","CAPITAL","MD 32","ANNAPOLIS JCT. RD","3","2","24","24027","Howard","MD","PR"
"POINT (-76.71349878671214 39.21909313806944)","681","140880S","CSX","BALTIMORE","CAPITAL","I 895","HARBOR TUNNEL THR","3","2","24","24027","Howard","MD","PR"
"POINT (-76.63049881483144 39.16849114481311)","682","140885B","CSX","BALTIMORE","CAPITAL","MD 176","DORSEY RD.","3","3","24","24003","Anne Arundel","MD","PR"
"POINT (-76.78489476914844 39.13729115652516)","683","140887P","CSX","BALTIMORE","CAPITAL","MD 175","ANNAPOLIS RD","3","2","24","24027","Howard","MD","PR"
"POINT (-76.82559775722488 39.11659216240244)","684","140891E","CSX","BALTIMORE","CAPITAL","","","3","3","24","24027","Howard","MD","PR"
"POINT (-77.71054446812227 39.325926154450855)","685","141359S","CSX","BALTIMORE","CUMBERLAND","CO 626","SANDY HOOK RD.","3","2","24","24043","Washington","MD","PR"
"POINT (-79.20646399891774 39.41561919617977)","686","144843D","CSX","C&O","MOUNTAIN","SR 135","WESTERNPORT RD","3","2","24","24023","Garrett","MD","PR"
"POINT (-76.8458987526446 39.0969921673693)","687","140894A","CSX","BALTIMORE","CAPITAL","MD 198","FORT MEADE RD","3","2","24","24033","Prince George's","MD","PR"
"POINT (-77.46452854996711 39.24315216111852)","688","141511Y","CSX","BALTIMORE","OLD MAIN LINE","I-70","BALTO NATL PIKE","3","2","24","24021","Frederick","MD","PR"
"POINT (-76.62109881112659 39.27889212234457)","689","140861M","CSX","BALTIMORE","BALTIMORE TERM","","HAMBURG ST.","3","2","24","24510","Baltimore","MD","PR"
"POINT (-76.7117977865686 39.21609113821079)","690","140881Y","CSX","BALTIMORE","CAPITAL","US 1","WASH BLVD","3","3","24","24027","Howard","MD","PR"
